Seq. ID.	Class	AMP Probability
LENGTH_55_SEQ_519	NAMP	0.03
LENGTH_55_SEQ_520	NAMP	0.03
LENGTH_55_SEQ_521	NAMP	0.09
LENGTH_55_SEQ_522	NAMP	0.01
LENGTH_55_SEQ_523	NAMP	0.04
LENGTH_55_SEQ_524	NAMP	0.05
LENGTH_55_SEQ_525	NAMP	0.08
LENGTH_55_SEQ_526	NAMP	0.06
LENGTH_55_SEQ_527	NAMP	0.02
LENGTH_55_SEQ_528	NAMP	0.06
LENGTH_55_SEQ_529	NAMP	0.03
LENGTH_55_SEQ_530	NAMP	0.24
LENGTH_55_SEQ_531	NAMP	0.04
LENGTH_55_SEQ_532	NAMP	0.01
LENGTH_55_SEQ_533	NAMP	0.06
LENGTH_55_SEQ_534	NAMP	0.04
LENGTH_55_SEQ_535	NAMP	0.03
LENGTH_55_SEQ_536	NAMP	0.02
LENGTH_55_SEQ_537	NAMP	0.02
LENGTH_55_SEQ_538	NAMP	0.04
LENGTH_55_SEQ_539	NAMP	0.03
LENGTH_55_SEQ_540	NAMP	0.06
LENGTH_55_SEQ_541	NAMP	0.02
LENGTH_55_SEQ_542	NAMP	0.03
LENGTH_55_SEQ_543	NAMP	0.05
LENGTH_55_SEQ_544	NAMP	0.02
LENGTH_55_SEQ_545	NAMP	0.03
LENGTH_55_SEQ_546	NAMP	0.04
LENGTH_55_SEQ_547	NAMP	0.02
LENGTH_55_SEQ_548	NAMP	0.03
LENGTH_55_SEQ_549	NAMP	0.06
LENGTH_55_SEQ_550	NAMP	0.06
LENGTH_55_SEQ_551	NAMP	0.05
LENGTH_55_SEQ_552	NAMP	0.04
LENGTH_55_SEQ_553	AMP	0.50
LENGTH_55_SEQ_554	NAMP	0.04
LENGTH_55_SEQ_555	NAMP	0.01
LENGTH_55_SEQ_556	NAMP	0.03
LENGTH_55_SEQ_557	NAMP	0.03
LENGTH_55_SEQ_558	NAMP	0.03
LENGTH_55_SEQ_559	NAMP	0.03
LENGTH_55_SEQ_560	NAMP	0.20
LENGTH_55_SEQ_561	NAMP	0.08
LENGTH_55_SEQ_562	NAMP	0.32
LENGTH_55_SEQ_563	NAMP	0.03
LENGTH_55_SEQ_564	NAMP	0.06
LENGTH_55_SEQ_565	NAMP	0.03
LENGTH_55_SEQ_566	NAMP	0.02
LENGTH_55_SEQ_567	NAMP	0.02
LENGTH_55_SEQ_568	NAMP	0.05
LENGTH_55_SEQ_569	NAMP	0.04
LENGTH_55_SEQ_570	NAMP	0.02
LENGTH_55_SEQ_571	NAMP	0.02
LENGTH_55_SEQ_572	NAMP	0.03
LENGTH_55_SEQ_573	NAMP	0.05
LENGTH_55_SEQ_574	NAMP	0.03
LENGTH_55_SEQ_575	NAMP	0.03
LENGTH_55_SEQ_576	NAMP	0.02
LENGTH_55_SEQ_577	NAMP	0.02
LENGTH_55_SEQ_578	NAMP	0.02
LENGTH_55_SEQ_579	NAMP	0.04
LENGTH_55_SEQ_580	NAMP	0.03
LENGTH_55_SEQ_581	NAMP	0.03
LENGTH_55_SEQ_582	NAMP	0.06
LENGTH_55_SEQ_583	NAMP	0.04
LENGTH_55_SEQ_584	NAMP	0.07
LENGTH_55_SEQ_585	NAMP	0.09
LENGTH_55_SEQ_586	NAMP	0.08
LENGTH_55_SEQ_587	NAMP	0.04
LENGTH_55_SEQ_588	NAMP	0.03
LENGTH_55_SEQ_589	NAMP	0.03
LENGTH_55_SEQ_590	NAMP	0.04
LENGTH_55_SEQ_591	NAMP	0.03
LENGTH_55_SEQ_592	NAMP	0.02
LENGTH_55_SEQ_593	NAMP	0.04
LENGTH_55_SEQ_594	NAMP	0.02
LENGTH_55_SEQ_595	NAMP	0.02
LENGTH_55_SEQ_596	NAMP	0.03
LENGTH_55_SEQ_597	NAMP	0.03
LENGTH_55_SEQ_598	NAMP	0.02
LENGTH_55_SEQ_599	NAMP	0.03
LENGTH_55_SEQ_600	NAMP	0.01
LENGTH_55_SEQ_601	NAMP	0.03
LENGTH_55_SEQ_602	NAMP	0.10
LENGTH_55_SEQ_603	NAMP	0.03
LENGTH_55_SEQ_604	NAMP	0.01
LENGTH_55_SEQ_605	NAMP	0.02
LENGTH_55_SEQ_606	NAMP	0.09
LENGTH_55_SEQ_607	NAMP	0.03
LENGTH_55_SEQ_608	NAMP	0.03
LENGTH_55_SEQ_609	NAMP	0.03
LENGTH_55_SEQ_610	NAMP	0.02
LENGTH_55_SEQ_611	NAMP	0.06
LENGTH_55_SEQ_612	NAMP	0.07
LENGTH_55_SEQ_613	NAMP	0.03
LENGTH_55_SEQ_614	NAMP	0.05
LENGTH_55_SEQ_615	NAMP	0.05
LENGTH_55_SEQ_616	NAMP	0.03
LENGTH_55_SEQ_617	NAMP	0.04
LENGTH_55_SEQ_618	NAMP	0.02
LENGTH_55_SEQ_619	NAMP	0.04
LENGTH_55_SEQ_620	NAMP	0.04
LENGTH_55_SEQ_621	NAMP	0.03
LENGTH_55_SEQ_622	NAMP	0.06
LENGTH_55_SEQ_623	NAMP	0.13
LENGTH_55_SEQ_624	NAMP	0.03
LENGTH_55_SEQ_625	NAMP	0.02
LENGTH_55_SEQ_626	NAMP	0.04
LENGTH_55_SEQ_627	NAMP	0.01
LENGTH_55_SEQ_628	NAMP	0.08
LENGTH_55_SEQ_629	NAMP	0.03
LENGTH_55_SEQ_630	NAMP	0.01
LENGTH_55_SEQ_631	NAMP	0.03
LENGTH_55_SEQ_632	NAMP	0.03
LENGTH_55_SEQ_633	NAMP	0.05
LENGTH_55_SEQ_634	NAMP	0.07
LENGTH_55_SEQ_635	NAMP	0.26
LENGTH_55_SEQ_636	NAMP	0.03
LENGTH_55_SEQ_637	NAMP	0.02
LENGTH_55_SEQ_638	NAMP	0.16
LENGTH_55_SEQ_639	NAMP	0.01
LENGTH_55_SEQ_640	NAMP	0.03
LENGTH_55_SEQ_641	NAMP	0.01
LENGTH_55_SEQ_642	NAMP	0.02
LENGTH_55_SEQ_643	NAMP	0.09
LENGTH_55_SEQ_644	NAMP	0.04
LENGTH_55_SEQ_645	NAMP	0.04
LENGTH_55_SEQ_646	NAMP	0.03
LENGTH_55_SEQ_647	NAMP	0.03
LENGTH_55_SEQ_648	NAMP	0.04
LENGTH_55_SEQ_649	NAMP	0.03
LENGTH_55_SEQ_650	NAMP	0.03
LENGTH_55_SEQ_651	NAMP	0.04
LENGTH_55_SEQ_652	NAMP	0.03
LENGTH_55_SEQ_653	NAMP	0.06
LENGTH_55_SEQ_654	NAMP	0.02
LENGTH_55_SEQ_655	NAMP	0.03
LENGTH_55_SEQ_656	NAMP	0.03
LENGTH_55_SEQ_657	NAMP	0.02
LENGTH_55_SEQ_658	NAMP	0.05
LENGTH_55_SEQ_659	NAMP	0.02
LENGTH_55_SEQ_660	NAMP	0.11
LENGTH_55_SEQ_661	NAMP	0.06
LENGTH_55_SEQ_662	NAMP	0.03
LENGTH_55_SEQ_663	NAMP	0.02
LENGTH_55_SEQ_664	NAMP	0.05
LENGTH_55_SEQ_665	NAMP	0.07
LENGTH_55_SEQ_666	NAMP	0.02
LENGTH_55_SEQ_667	NAMP	0.03
LENGTH_55_SEQ_668	NAMP	0.07
LENGTH_55_SEQ_669	NAMP	0.04
LENGTH_55_SEQ_670	NAMP	0.04
LENGTH_55_SEQ_671	NAMP	0.02
LENGTH_55_SEQ_672	NAMP	0.03
LENGTH_55_SEQ_673	NAMP	0.07
LENGTH_55_SEQ_674	NAMP	0.05
LENGTH_55_SEQ_675	NAMP	0.04
LENGTH_55_SEQ_676	NAMP	0.04
LENGTH_55_SEQ_677	NAMP	0.05
LENGTH_55_SEQ_678	NAMP	0.03
LENGTH_55_SEQ_679	NAMP	0.02
LENGTH_55_SEQ_680	NAMP	0.05
LENGTH_55_SEQ_681	NAMP	0.02
LENGTH_55_SEQ_682	NAMP	0.02
LENGTH_55_SEQ_683	NAMP	0.09
LENGTH_55_SEQ_684	NAMP	0.15
LENGTH_55_SEQ_685	NAMP	0.03
LENGTH_55_SEQ_686	NAMP	0.04
LENGTH_55_SEQ_687	NAMP	0.16
LENGTH_55_SEQ_688	NAMP	0.01
LENGTH_55_SEQ_689	NAMP	0.02
LENGTH_55_SEQ_690	NAMP	0.04
LENGTH_55_SEQ_691	NAMP	0.03
LENGTH_55_SEQ_692	NAMP	0.03
LENGTH_55_SEQ_693	NAMP	0.02
LENGTH_55_SEQ_694	NAMP	0.02
LENGTH_55_SEQ_695	NAMP	0.05
LENGTH_55_SEQ_696	NAMP	0.03
LENGTH_55_SEQ_697	NAMP	0.09
LENGTH_55_SEQ_698	NAMP	0.05
LENGTH_55_SEQ_699	NAMP	0.20
LENGTH_55_SEQ_700	NAMP	0.02
LENGTH_55_SEQ_701	NAMP	0.05
LENGTH_55_SEQ_702	NAMP	0.06
LENGTH_55_SEQ_703	NAMP	0.06
LENGTH_55_SEQ_704	NAMP	0.03
LENGTH_55_SEQ_705	NAMP	0.02
LENGTH_55_SEQ_706	NAMP	0.03
LENGTH_55_SEQ_707	NAMP	0.03
LENGTH_55_SEQ_708	NAMP	0.03
LENGTH_55_SEQ_709	NAMP	0.05
LENGTH_55_SEQ_710	NAMP	0.03
LENGTH_55_SEQ_711	NAMP	0.04
LENGTH_55_SEQ_712	NAMP	0.03
LENGTH_55_SEQ_713	NAMP	0.04
LENGTH_55_SEQ_714	NAMP	0.03
LENGTH_55_SEQ_715	NAMP	0.05
LENGTH_55_SEQ_716	NAMP	0.02
LENGTH_55_SEQ_717	NAMP	0.02
LENGTH_55_SEQ_718	NAMP	0.04
LENGTH_55_SEQ_719	NAMP	0.04
LENGTH_55_SEQ_720	NAMP	0.19
LENGTH_55_SEQ_721	NAMP	0.11
LENGTH_55_SEQ_722	NAMP	0.04
LENGTH_55_SEQ_723	NAMP	0.04
LENGTH_55_SEQ_724	NAMP	0.06
LENGTH_55_SEQ_725	NAMP	0.06
LENGTH_55_SEQ_726	NAMP	0.02
LENGTH_55_SEQ_727	NAMP	0.07
LENGTH_55_SEQ_728	NAMP	0.11
LENGTH_55_SEQ_729	NAMP	0.01
LENGTH_55_SEQ_730	NAMP	0.04
LENGTH_55_SEQ_731	NAMP	0.09
LENGTH_55_SEQ_732	NAMP	0.05
LENGTH_55_SEQ_733	NAMP	0.04
LENGTH_55_SEQ_734	NAMP	0.03
LENGTH_55_SEQ_735	NAMP	0.01
LENGTH_55_SEQ_736	NAMP	0.02
LENGTH_55_SEQ_737	NAMP	0.02
LENGTH_55_SEQ_738	NAMP	0.02
LENGTH_55_SEQ_739	NAMP	0.27
LENGTH_55_SEQ_740	NAMP	0.07
LENGTH_55_SEQ_741	NAMP	0.05
LENGTH_55_SEQ_742	NAMP	0.04
LENGTH_55_SEQ_743	NAMP	0.02
LENGTH_55_SEQ_744	NAMP	0.06
LENGTH_55_SEQ_745	NAMP	0.05
LENGTH_55_SEQ_746	NAMP	0.03
LENGTH_55_SEQ_747	NAMP	0.06
LENGTH_55_SEQ_748	NAMP	0.03
LENGTH_55_SEQ_749	NAMP	0.03
LENGTH_55_SEQ_750	NAMP	0.05
LENGTH_55_SEQ_751	NAMP	0.02
LENGTH_55_SEQ_752	NAMP	0.12
LENGTH_55_SEQ_753	NAMP	0.11
LENGTH_55_SEQ_754	NAMP	0.03
LENGTH_55_SEQ_755	NAMP	0.04
LENGTH_55_SEQ_756	NAMP	0.03
LENGTH_55_SEQ_757	NAMP	0.07
LENGTH_55_SEQ_758	NAMP	0.01
LENGTH_55_SEQ_759	NAMP	0.03
LENGTH_55_SEQ_760	NAMP	0.09
LENGTH_55_SEQ_761	NAMP	0.02
LENGTH_55_SEQ_762	NAMP	0.03
LENGTH_55_SEQ_763	NAMP	0.06
LENGTH_55_SEQ_764	NAMP	0.04
LENGTH_55_SEQ_765	NAMP	0.05
LENGTH_55_SEQ_766	NAMP	0.02
LENGTH_55_SEQ_767	NAMP	0.03
LENGTH_55_SEQ_768	NAMP	0.07
LENGTH_55_SEQ_769	NAMP	0.05
LENGTH_55_SEQ_770	NAMP	0.04
LENGTH_55_SEQ_771	NAMP	0.03
LENGTH_55_SEQ_772	NAMP	0.02
LENGTH_55_SEQ_773	NAMP	0.05
LENGTH_55_SEQ_774	NAMP	0.04
LENGTH_55_SEQ_775	NAMP	0.02
LENGTH_55_SEQ_776	NAMP	0.04
LENGTH_55_SEQ_777	NAMP	0.03
LENGTH_55_SEQ_778	NAMP	0.04
LENGTH_55_SEQ_779	NAMP	0.04
LENGTH_55_SEQ_780	NAMP	0.02
LENGTH_55_SEQ_781	NAMP	0.02
LENGTH_55_SEQ_782	NAMP	0.02
LENGTH_55_SEQ_783	NAMP	0.04
LENGTH_55_SEQ_784	NAMP	0.03
LENGTH_55_SEQ_785	NAMP	0.03
LENGTH_55_SEQ_786	NAMP	0.07
LENGTH_55_SEQ_787	NAMP	0.10
LENGTH_55_SEQ_788	NAMP	0.02
LENGTH_55_SEQ_789	NAMP	0.03
LENGTH_55_SEQ_790	NAMP	0.06
LENGTH_55_SEQ_791	NAMP	0.05
LENGTH_55_SEQ_792	NAMP	0.05
LENGTH_55_SEQ_793	NAMP	0.05
LENGTH_55_SEQ_794	NAMP	0.03
LENGTH_55_SEQ_795	NAMP	0.02
LENGTH_55_SEQ_796	NAMP	0.01
LENGTH_55_SEQ_797	NAMP	0.08
LENGTH_55_SEQ_798	NAMP	0.06
LENGTH_55_SEQ_799	NAMP	0.04
LENGTH_55_SEQ_800	NAMP	0.06
LENGTH_55_SEQ_801	NAMP	0.02
LENGTH_55_SEQ_802	NAMP	0.06
LENGTH_55_SEQ_803	NAMP	0.09
LENGTH_55_SEQ_804	NAMP	0.02
LENGTH_55_SEQ_805	NAMP	0.03
LENGTH_55_SEQ_806	NAMP	0.04
LENGTH_55_SEQ_807	NAMP	0.02
LENGTH_55_SEQ_808	NAMP	0.03
LENGTH_55_SEQ_809	NAMP	0.04
LENGTH_55_SEQ_810	NAMP	0.03
LENGTH_55_SEQ_811	NAMP	0.03
LENGTH_55_SEQ_812	NAMP	0.04
LENGTH_55_SEQ_813	NAMP	0.05
LENGTH_55_SEQ_814	NAMP	0.06
LENGTH_55_SEQ_815	NAMP	0.12
LENGTH_55_SEQ_816	NAMP	0.03
LENGTH_55_SEQ_817	NAMP	0.03
LENGTH_55_SEQ_818	NAMP	0.06
LENGTH_55_SEQ_819	NAMP	0.09
LENGTH_55_SEQ_820	NAMP	0.04
LENGTH_55_SEQ_821	NAMP	0.03
LENGTH_55_SEQ_822	NAMP	0.07
LENGTH_55_SEQ_823	NAMP	0.05
LENGTH_55_SEQ_824	NAMP	0.01
LENGTH_55_SEQ_825	NAMP	0.03
LENGTH_55_SEQ_826	NAMP	0.04
LENGTH_55_SEQ_827	NAMP	0.04
LENGTH_55_SEQ_828	NAMP	0.02
LENGTH_55_SEQ_829	NAMP	0.04
LENGTH_55_SEQ_830	NAMP	0.03
LENGTH_55_SEQ_831	NAMP	0.04
LENGTH_55_SEQ_832	NAMP	0.04
LENGTH_55_SEQ_833	NAMP	0.04
LENGTH_55_SEQ_834	NAMP	0.03
LENGTH_55_SEQ_835	NAMP	0.05
LENGTH_55_SEQ_836	NAMP	0.05
LENGTH_55_SEQ_837	NAMP	0.02
LENGTH_55_SEQ_838	NAMP	0.04
LENGTH_55_SEQ_839	NAMP	0.03
LENGTH_55_SEQ_840	NAMP	0.04
LENGTH_55_SEQ_841	NAMP	0.09
LENGTH_55_SEQ_842	NAMP	0.03
LENGTH_55_SEQ_843	NAMP	0.02
LENGTH_55_SEQ_844	NAMP	0.03
LENGTH_55_SEQ_845	NAMP	0.07
LENGTH_55_SEQ_846	NAMP	0.03
LENGTH_55_SEQ_847	NAMP	0.04
LENGTH_55_SEQ_848	NAMP	0.02
LENGTH_55_SEQ_849	NAMP	0.05
LENGTH_55_SEQ_850	NAMP	0.03
LENGTH_55_SEQ_851	NAMP	0.05
LENGTH_55_SEQ_852	NAMP	0.05
LENGTH_55_SEQ_853	NAMP	0.06
LENGTH_55_SEQ_854	NAMP	0.04
LENGTH_55_SEQ_855	NAMP	0.03
LENGTH_55_SEQ_856	NAMP	0.03
LENGTH_55_SEQ_857	NAMP	0.04
LENGTH_55_SEQ_858	NAMP	0.06
LENGTH_55_SEQ_859	NAMP	0.19
LENGTH_55_SEQ_860	NAMP	0.05
LENGTH_55_SEQ_861	NAMP	0.04
LENGTH_55_SEQ_862	NAMP	0.05
LENGTH_55_SEQ_863	NAMP	0.03
LENGTH_55_SEQ_864	NAMP	0.05
LENGTH_55_SEQ_865	NAMP	0.04
LENGTH_55_SEQ_866	NAMP	0.03
LENGTH_55_SEQ_867	NAMP	0.04
LENGTH_55_SEQ_868	NAMP	0.03
LENGTH_55_SEQ_869	NAMP	0.03
LENGTH_55_SEQ_870	NAMP	0.08
LENGTH_55_SEQ_871	NAMP	0.04
LENGTH_55_SEQ_872	NAMP	0.02
LENGTH_55_SEQ_873	NAMP	0.02
LENGTH_55_SEQ_874	NAMP	0.02
LENGTH_55_SEQ_875	NAMP	0.06
LENGTH_55_SEQ_876	NAMP	0.09
LENGTH_55_SEQ_877	NAMP	0.09
LENGTH_55_SEQ_878	NAMP	0.02
LENGTH_55_SEQ_879	NAMP	0.05
LENGTH_55_SEQ_880	NAMP	0.04
LENGTH_55_SEQ_881	NAMP	0.04
LENGTH_55_SEQ_882	NAMP	0.23
LENGTH_55_SEQ_883	NAMP	0.02
LENGTH_55_SEQ_884	NAMP	0.03
LENGTH_55_SEQ_885	NAMP	0.01
LENGTH_55_SEQ_886	NAMP	0.04
LENGTH_55_SEQ_887	NAMP	0.03
LENGTH_55_SEQ_888	NAMP	0.02
LENGTH_55_SEQ_889	NAMP	0.03
LENGTH_55_SEQ_890	NAMP	0.02
LENGTH_55_SEQ_891	NAMP	0.02
LENGTH_55_SEQ_892	NAMP	0.04
LENGTH_55_SEQ_893	NAMP	0.03
LENGTH_55_SEQ_894	NAMP	0.10
LENGTH_55_SEQ_895	NAMP	0.05
LENGTH_55_SEQ_896	NAMP	0.03
LENGTH_55_SEQ_897	NAMP	0.02
LENGTH_55_SEQ_898	NAMP	0.06
LENGTH_55_SEQ_899	NAMP	0.09
LENGTH_55_SEQ_900	NAMP	0.04
LENGTH_55_SEQ_901	NAMP	0.02
LENGTH_55_SEQ_902	NAMP	0.04
LENGTH_55_SEQ_903	NAMP	0.04
LENGTH_55_SEQ_904	NAMP	0.02
LENGTH_55_SEQ_905	NAMP	0.03
LENGTH_55_SEQ_906	NAMP	0.03
LENGTH_55_SEQ_907	NAMP	0.06
LENGTH_55_SEQ_908	NAMP	0.03
LENGTH_55_SEQ_909	NAMP	0.03
LENGTH_55_SEQ_910	NAMP	0.05
LENGTH_55_SEQ_911	NAMP	0.01
LENGTH_55_SEQ_912	NAMP	0.03
LENGTH_55_SEQ_913	NAMP	0.04
LENGTH_55_SEQ_914	NAMP	0.06
LENGTH_55_SEQ_915	NAMP	0.02
LENGTH_55_SEQ_916	NAMP	0.03
LENGTH_55_SEQ_917	NAMP	0.03
LENGTH_55_SEQ_918	NAMP	0.03
LENGTH_55_SEQ_919	NAMP	0.02
LENGTH_55_SEQ_920	NAMP	0.10
LENGTH_55_SEQ_921	NAMP	0.02
LENGTH_55_SEQ_922	NAMP	0.03
LENGTH_55_SEQ_923	NAMP	0.13
LENGTH_55_SEQ_924	NAMP	0.01
LENGTH_55_SEQ_925	NAMP	0.03
LENGTH_55_SEQ_926	NAMP	0.02
LENGTH_55_SEQ_927	NAMP	0.05
LENGTH_55_SEQ_928	NAMP	0.03
LENGTH_55_SEQ_929	NAMP	0.03
LENGTH_55_SEQ_930	NAMP	0.03
LENGTH_55_SEQ_931	NAMP	0.18
LENGTH_55_SEQ_932	NAMP	0.04
LENGTH_55_SEQ_933	NAMP	0.06
LENGTH_55_SEQ_934	NAMP	0.07
LENGTH_55_SEQ_935	NAMP	0.05
LENGTH_55_SEQ_936	NAMP	0.10
LENGTH_55_SEQ_937	NAMP	0.07
LENGTH_55_SEQ_938	NAMP	0.02
LENGTH_55_SEQ_939	NAMP	0.02
LENGTH_55_SEQ_940	NAMP	0.05
LENGTH_55_SEQ_941	NAMP	0.09
LENGTH_55_SEQ_942	NAMP	0.04
LENGTH_55_SEQ_943	NAMP	0.03
LENGTH_55_SEQ_944	NAMP	0.06
LENGTH_55_SEQ_945	NAMP	0.05
LENGTH_55_SEQ_946	NAMP	0.03
LENGTH_55_SEQ_947	NAMP	0.04
LENGTH_55_SEQ_948	NAMP	0.05
LENGTH_55_SEQ_949	NAMP	0.02
LENGTH_55_SEQ_950	NAMP	0.04
LENGTH_55_SEQ_951	NAMP	0.05
LENGTH_55_SEQ_952	NAMP	0.04
LENGTH_55_SEQ_953	NAMP	0.02
LENGTH_55_SEQ_954	NAMP	0.02
LENGTH_55_SEQ_955	NAMP	0.10
LENGTH_55_SEQ_956	NAMP	0.05
LENGTH_55_SEQ_957	NAMP	0.03
LENGTH_55_SEQ_958	NAMP	0.03
LENGTH_55_SEQ_959	NAMP	0.02
LENGTH_55_SEQ_960	NAMP	0.15
LENGTH_55_SEQ_961	NAMP	0.02
LENGTH_55_SEQ_962	NAMP	0.03
LENGTH_55_SEQ_963	NAMP	0.03
LENGTH_55_SEQ_964	NAMP	0.03
LENGTH_55_SEQ_965	NAMP	0.11
LENGTH_55_SEQ_966	NAMP	0.03
LENGTH_55_SEQ_967	NAMP	0.06
LENGTH_55_SEQ_968	NAMP	0.02
LENGTH_55_SEQ_969	NAMP	0.02
LENGTH_55_SEQ_970	NAMP	0.02
LENGTH_55_SEQ_971	NAMP	0.02
LENGTH_55_SEQ_972	NAMP	0.02
LENGTH_55_SEQ_973	NAMP	0.12
LENGTH_55_SEQ_974	NAMP	0.05
LENGTH_55_SEQ_975	NAMP	0.09
LENGTH_55_SEQ_976	NAMP	0.05
LENGTH_55_SEQ_977	NAMP	0.05
LENGTH_55_SEQ_978	NAMP	0.03
LENGTH_55_SEQ_979	NAMP	0.05
LENGTH_55_SEQ_980	NAMP	0.03
LENGTH_55_SEQ_981	NAMP	0.08
LENGTH_55_SEQ_982	NAMP	0.02
LENGTH_55_SEQ_983	NAMP	0.02
LENGTH_55_SEQ_984	NAMP	0.05
LENGTH_55_SEQ_985	NAMP	0.06
LENGTH_55_SEQ_986	NAMP	0.04
LENGTH_55_SEQ_987	NAMP	0.03
LENGTH_55_SEQ_988	NAMP	0.03
LENGTH_55_SEQ_989	NAMP	0.04
LENGTH_55_SEQ_990	NAMP	0.04
LENGTH_55_SEQ_991	NAMP	0.02
LENGTH_55_SEQ_992	NAMP	0.08
LENGTH_55_SEQ_993	NAMP	0.04
LENGTH_55_SEQ_994	NAMP	0.02
LENGTH_55_SEQ_995	NAMP	0.04
LENGTH_55_SEQ_996	NAMP	0.05
LENGTH_55_SEQ_997	NAMP	0.02
LENGTH_55_SEQ_998	NAMP	0.05
LENGTH_55_SEQ_999	NAMP	0.02
LENGTH_55_SEQ_1000	NAMP	0.02
LENGTH_60_SEQ_1	NAMP	0.11
LENGTH_60_SEQ_2	NAMP	0.03
LENGTH_60_SEQ_3	NAMP	0.02
LENGTH_60_SEQ_4	NAMP	0.07
LENGTH_60_SEQ_5	NAMP	0.06
LENGTH_60_SEQ_6	NAMP	0.04
LENGTH_60_SEQ_7	NAMP	0.07
LENGTH_60_SEQ_8	NAMP	0.09
LENGTH_60_SEQ_9	NAMP	0.02
LENGTH_60_SEQ_10	NAMP	0.26
LENGTH_60_SEQ_11	NAMP	0.04
LENGTH_60_SEQ_12	NAMP	0.02
LENGTH_60_SEQ_13	NAMP	0.10
LENGTH_60_SEQ_14	NAMP	0.04
LENGTH_60_SEQ_15	NAMP	0.33
LENGTH_60_SEQ_16	NAMP	0.02
LENGTH_60_SEQ_17	NAMP	0.02
LENGTH_60_SEQ_18	NAMP	0.04
LENGTH_60_SEQ_19	NAMP	0.08
LENGTH_60_SEQ_20	NAMP	0.03
LENGTH_60_SEQ_21	NAMP	0.03
LENGTH_60_SEQ_22	NAMP	0.05
LENGTH_60_SEQ_23	NAMP	0.05
LENGTH_60_SEQ_24	NAMP	0.05
LENGTH_60_SEQ_25	NAMP	0.02
LENGTH_60_SEQ_26	NAMP	0.03
LENGTH_60_SEQ_27	NAMP	0.01
LENGTH_60_SEQ_28	NAMP	0.05
LENGTH_60_SEQ_29	NAMP	0.05
LENGTH_60_SEQ_30	NAMP	0.33
LENGTH_60_SEQ_31	NAMP	0.08
LENGTH_60_SEQ_32	NAMP	0.06
LENGTH_60_SEQ_33	NAMP	0.23
LENGTH_60_SEQ_34	NAMP	0.10
LENGTH_60_SEQ_35	NAMP	0.04
LENGTH_60_SEQ_36	NAMP	0.02
LENGTH_60_SEQ_37	NAMP	0.03
LENGTH_60_SEQ_38	NAMP	0.07
LENGTH_60_SEQ_39	NAMP	0.02
LENGTH_60_SEQ_40	NAMP	0.05
LENGTH_60_SEQ_41	NAMP	0.03
LENGTH_60_SEQ_42	NAMP	0.13
LENGTH_60_SEQ_43	NAMP	0.03
LENGTH_60_SEQ_44	NAMP	0.02
LENGTH_60_SEQ_45	NAMP	0.04
LENGTH_60_SEQ_46	NAMP	0.03
LENGTH_60_SEQ_47	NAMP	0.06
LENGTH_60_SEQ_48	NAMP	0.06
LENGTH_60_SEQ_49	NAMP	0.09
LENGTH_60_SEQ_50	NAMP	0.07
LENGTH_60_SEQ_51	NAMP	0.03
LENGTH_60_SEQ_52	NAMP	0.05
LENGTH_60_SEQ_53	NAMP	0.03
LENGTH_60_SEQ_54	NAMP	0.03
LENGTH_60_SEQ_55	NAMP	0.03
LENGTH_60_SEQ_56	NAMP	0.03
LENGTH_60_SEQ_57	NAMP	0.03
LENGTH_60_SEQ_58	NAMP	0.03
LENGTH_60_SEQ_59	NAMP	0.03
LENGTH_60_SEQ_60	NAMP	0.03
LENGTH_60_SEQ_61	NAMP	0.08
LENGTH_60_SEQ_62	NAMP	0.02
LENGTH_60_SEQ_63	NAMP	0.03
LENGTH_60_SEQ_64	NAMP	0.02
LENGTH_60_SEQ_65	NAMP	0.08
LENGTH_60_SEQ_66	NAMP	0.12
LENGTH_60_SEQ_67	NAMP	0.11
LENGTH_60_SEQ_68	NAMP	0.04
LENGTH_60_SEQ_69	NAMP	0.03
LENGTH_60_SEQ_70	NAMP	0.02
LENGTH_60_SEQ_71	NAMP	0.08
LENGTH_60_SEQ_72	NAMP	0.02
LENGTH_60_SEQ_73	NAMP	0.03
LENGTH_60_SEQ_74	NAMP	0.05
LENGTH_60_SEQ_75	AMP	0.63
LENGTH_60_SEQ_76	NAMP	0.03
LENGTH_60_SEQ_77	NAMP	0.13
LENGTH_60_SEQ_78	NAMP	0.01
LENGTH_60_SEQ_79	NAMP	0.04
LENGTH_60_SEQ_80	NAMP	0.05
LENGTH_60_SEQ_81	NAMP	0.21
LENGTH_60_SEQ_82	NAMP	0.05
LENGTH_60_SEQ_83	NAMP	0.04
LENGTH_60_SEQ_84	NAMP	0.05
LENGTH_60_SEQ_85	NAMP	0.05
LENGTH_60_SEQ_86	NAMP	0.07
LENGTH_60_SEQ_87	NAMP	0.03
LENGTH_60_SEQ_88	NAMP	0.02
LENGTH_60_SEQ_89	NAMP	0.03
LENGTH_60_SEQ_90	NAMP	0.04
LENGTH_60_SEQ_91	NAMP	0.01
LENGTH_60_SEQ_92	NAMP	0.10
LENGTH_60_SEQ_93	NAMP	0.07
LENGTH_60_SEQ_94	NAMP	0.05
LENGTH_60_SEQ_95	NAMP	0.05
LENGTH_60_SEQ_96	NAMP	0.05
LENGTH_60_SEQ_97	NAMP	0.03
LENGTH_60_SEQ_98	NAMP	0.01
LENGTH_60_SEQ_99	NAMP	0.04
LENGTH_60_SEQ_100	NAMP	0.07
